Boxer's Start-Up - (Start-Up Sports) by  Doug Werner (Paperback),78153701,"  Book Synopsis A user-friendly, highly illustrated, straightforward boxing guide that promotes fun, fitness, self-defense, and self-confidence. Endorsed by USA Boxing, national governing body for amateur boxing.  Review Quotes ""Start-Up Sports tackles the hottest sports. These inexpensive titles are forthright and simple, with good illustrations and social pointers."" --Library Journal",https://www.target.com/p/boxer-s-start-up-start-up-sports-by-doug-werner-paperback/-/A-78153701,https://target.scene7.com/is/image/Target/GUEST_305b3079-3fdc-4e91-8b3f-18b6f14ac143
"Strathmore 200 Series Bristol Drawing Pad, 11 x 17 Inches, 100 lb, 24 Sheets",76659078,"The Strathmore 200 Series Bristol Drawing Pad is an economical, smooth Bristol weight board printed with non-reproducible blue lines for comic and Manga applications. Created specifically for the comic, cartoon, and graphic novel industry; this smooth surface is good for pen, ink, and marker. 100 lb. Pad contains 24 sheets. Made in the USA.",https://www.target.com/p/strathmore-200-series-bristol-drawing-pad-11-x-17-inches-100-lb-24-sheets/-/A-76659078,https://target.scene7.com/is/image/Target/GUEST_cc88054b-3312-48c4-af17-991b77dbb6be
Scribbles 7pc Fabric Finger Paint & Roller Kit - Neon,80108408,"Experience tons of hands-on, creative fun with the Scribbles Fabric Finger Paint & Roller Kit! Whether kids are making a colorful project of their own or a cute keepsake for family and friends, this kit is all about playing with paint. All paints are nontoxic, kid safe and easily wash off skin when the fun is done. Kit includes 6 neon finger paints and 1 roller for easy application on skin. Mix paints to create new colors! Paints dry permanent and machine washable on fabric.",https://www.target.com/p/scribbles-7pc-fabric-finger-paint-38-roller-kit-neon/-/A-80108408,https://target.scene7.com/is/image/Target/GUEST_420196a9-fe86-4f29-bc40-fa8e746f1cf1
A Dog's Heart - by  Mikhail Bulgakov (Paperback),78154537,"  Book Synopsis Through surreal, often grotesque humour, Bulgakov gives an ingenious new twist to the ""Frankenstein"" parable, in a new translation of one of the most popular satires on the Russian Revolution and on Soviet societyHaving been scalded by boiling water earlier that day, and with little chance to survive the severe winter night, a stray dog is left for dead on the streets. Lamenting his fate, he is ill-prepared for the chance arrival of a wealthy professor who befriends him and takes him home. However, it seems the professor's motives are not entirely altruistic--an expert in medical experimentation, he sees his new charge as the potential subject for a bizarre operation, and implants glands from a dead criminal in the dog. The resulting half-man, half-beast is, as to be expected, a monstrosity, yet one that fits in remarkably well with Soviet society.  About the Author Mikhail Bulgakov is best known for The Master and Margarita, widely hailed as one of the greatest novels of the 20th century. A. S. Byatt is the acclaimed Booker-prize winning author of such works as The Biographer's Tale, The Children's Book, Little Black Book of Stories, and Possession.",https://www.target.com/p/a-dog-s-heart-by-mikhail-bulgakov-paperback/-/A-78154537,https://target.scene7.com/is/image/Target/GUEST_9d51d663-c20f-41fb-aa1c-a43dc6e96205
Granny Smith Apple - each,15014057,"Granny Smith apples have a bright green skin that is often speckled with faint white lenticels (spots). Their flesh is bright white and crisp in texture with a tart, acidic, yet subtly sweet flavor. Enjoyed fresh or in pies, salads, sauce, and baking, these apples are primarily grown in Washington.",https://www.target.com/p/granny-smith-apple-each/-/A-15014057,https://target.scene7.com/is/image/Target/GUEST_b494cc47-114e-4cc0-af96-f58ce6c0f15d
Truth Facts - by  Mikael Wulff & Anders Morgenthaler (Paperback),51412994,"  Book Synopsis In an age of alternative facts, we all need a little more truth in our lives. And humor.Welcome to Truth Facts, a collection of information graphics that poke fun at societal quirks and everyday absurdities through charts and graphs. Danish writer Mikael Wulff and cartoon artist Anders Morgenthaler have taken the internet by storm with their humorous and perceptive infographics that turn commonplace phenomena into clever commentary. In distilling keen observations about universal experiences into elegant charts and graphs, Truth Facts gets to the heart of the paradoxical and wonderful world we all share, and puts modern reality into perspective in a funny and visceral way.These simple, colorful graphics explore societal quirks and everyday oddities, such as what happens when you call customer service (anything but service), when banks are open (only when you're at work), the biggest lies on the internet (""LOL""), and much more.Playfully teasing readers even as it explores themes like perception vs. reality, this compendium of life's truthiest facts prods us to laugh at ourselves, own up to our shortfalls, accept the strangeness of the world we live in, and continue on--happier and more connected to one another than ever before.   From the Back Cover Welcome to Truth Facts, a collection of information graphics that poke fun at societal quirks and everyday absurdities through charts and graphs. Writer Mikael Wulff and visual artist Anders Morgenthaler have taken the Internet by storm with their humorous and perceptive infographics that turn commonplace phenomena into clever commentary. In a world of fictions and falsehoods, you can count on Truth Facts to deliver life's truthiest facts.  Review Quotes ""In an era when fake news is peeling attention away from evidence-based facts, this wittily illustrated book couldn't have come at a better time. What Wulff and Morgenthaler accomplish is nothing short of brilliant. Each page illustrates a funny revelation on the everyday quirks we experience. Truth Facts may not be marketed as a self-help guide, but in its own snarky way it suggests how to be better, how to recognize our folly and do something real.""--Washington Post",https://www.target.com/p/truth-facts-by-mikael-wulff-anders-morgenthaler-paperback/-/A-51412994,https://target.scene7.com/is/image/Target/GUEST_9d9a842f-d02b-4e19-990a-0c8a7b3ff571
"Double Trouble, 4 - (Beep and Bob) by  Jonathan Roth (Paperback)",53944569,"  About the Book Includes the next Beep and Bob series ""Too much Space.""  Book Synopsis Beep and Bob accidentally clone themselves for the school science fair in this fourth book in the hilarious, action-packed Beep and Bob series! What's twice as fun as Beep and Bob? Two Beeps and Bobs! While up too late working on his science fair project, Bob accidentally points a duplication ray at Beep. To his shock, another Beep appears! Beep decides the more, the better, so he points the ray at Bob and PRESTO: it's Bob 2 (or Backwards Bob). At first Bob thinks their clones are creepy, but it doesn't take long to realize that having duplicates comes with perks: they can sleep in while their clones go to class! Then the real Beep and Bob discover a hitch: the Beep and Bob clones are EVIL, and are planning to duplicate an EVIL Earth to rule! How will they possibly get themselves (and themselves!) out of this one?",https://www.target.com/p/double-trouble-4-beep-and-bob-by-jonathan-roth-paperback/-/A-53944569,https://target.scene7.com/is/image/Target/GUEST_74660d47-a94d-4455-a1cd-b39c7bac41ff
Perfect Craft Flower Pot,80953632,"Cast and decorate your own personalized flower pot, and then plant and grow your favorite flowers. Each kit includes a high-quality rubber mold, Perfect Cast, and waterproof paints that can be used to make a truly one-of-a-kind gift or display. Perfect Cast refill bags are available to make additional flower pot casts. Ages 8 and up.",https://www.target.com/p/perfect-craft-flower-pot/-/A-80953632,https://target.scene7.com/is/image/Target/GUEST_b9526df8-dc8a-41af-b466-157c53047248
Succulent Planter Square Western Clear Oil Finish - Red Cedar - Gronomics,51813506,"The Square Succulent Planter from Gronomics is a beautiful and stylish planter that works well for individuals that desire a small garden. The square planter is made of western red cedar to add vibrant, natural colors to your decor palette. Set this simple but stylish planter on a windowsill, railing or on a tabletop for trendy decor.",https://www.target.com/p/succulent-planter-square-western-clear-oil-finish-red-cedar-gronomics/-/A-51813506,https://target.scene7.com/is/image/Target/GUEST_f4c177ea-d966-4608-baff-6d4c9aac57b1
"Porcelain Rimmed Appetizer Plate 6.5"" White - Threshold™",13797668,"Keep your table settings looking chic, clean and ready to entertain with the Porcelain Rimmed Appetizer Plate from Threshold™. This basic white appetizer plate keeps things simple enough to easily blend in with any existing style and decor. With the durable porcelain construction, this dishwasher- and microwave-safe plate will be the perfect finishing touch to any meal.",https://www.target.com/p/porcelain-rimmed-appetizer-plate-6-5-white-threshold-8482/-/A-13797668,https://target.scene7.com/is/image/Target/GUEST_da801de6-7194-44e9-ad80-3d7fa324c8fc
"1980 MCI MC-9 Crusader II Coach Bus ""Brewster Gray Line"" (Canada) White & Silver w/Stripes 1/87 (HO) Diecast by Iconic Replicas",82731247,"Brand new 1/87 (HO) scale diecast model of 1980 MCI MC-9 Crusader II Intercity Coach Bus ""Brewster Gray Line"" (Canada) White and Silver with Stripes ""Vintage Bus & Motorcoach Collection"" die cast model by Iconic Replicas.
Limited edition.
Brand new box.
Detailed exterior.
Real rubber tires.
Officially licensed product.
Does not have any openings.
Made of diecast with some plastic parts.
Dimensions approximately L-5.5 inches long.",https://www.target.com/p/1980-mci-mc-9-crusader-ii-coach-bus-brewster-gray-line-canada-white-silver-w-stripes-1-87-ho-diecast-by-iconic-replicas/-/A-82731247,https://target.scene7.com/is/image/Target/GUEST_9ca23165-7e37-4c7a-b26e-72bf326b72f7
"The Big Apple Big Coloring Poster 22""x39"" - Pirasta",80387579,"If you can color it here, you’ll color it anywhere. New York City is depicted in all its glory, from the iconic to the majestic to the quirky. Can you identify the landmarks, neighborhoods and people who make this town great?This giant poster is the ultimate fun project for anyone who likes to color. Spread it on the floor or hang it on the wall and invite everyone to join in. This poster also makes a mega-awesome party project. It’s a great way to introduce art and encourage collaboration. It’s also just a good reason to shut off the TV, get creative and go crazy with color.",https://www.target.com/p/the-big-apple-big-coloring-poster-22-34-x39-34-pirasta/-/A-80387579,https://target.scene7.com/is/image/Target/GUEST_498c62a1-8b80-4b7b-ad3f-522af1853568
"Just Add Ice 10"" Yellow Orchid Duo in Ceramic",80180988,"Add green beauty and luxury to your home or office with this Just Add Ice Yellow Orchid Planter. A long-lasting, real orchid plant is a sophisticated and elegant choice for plant decorations. This planter combines two of our premium orchids (16-30"" tall) in a 10"" wide planter for a beautiful display. These yellow orchid flowers make a beautiful addition to any space in your home or office. Add these live house plants to your home décor as a centerpiece, on the mantel, or anywhere else in your home including kitchen, office, or bedroom. Orchids are an easy indoor plant! Water your live orchid plants with three ice cubes weekly. Keep in a room with bright, indirect light. Our advanced packaging technology ensures your live indoor plants arrive beautiful and safely! They ship right from the greenhouse to your home, and go through a transition process to help them adapt to fluorescent lighting, ensuring they can thrive in any room of your home. Care Instructions: Water each orchid once a week with 3 ice cubes or ¼ cup of water (for a total of 6 ice cubes or 1/2 cup water). Keep in bright, indirect light. Temperatures in the room should remain between 65 degrees F to 85 degrees F, never below 55 degrees F. Avoid placing near drafts. ",https://www.target.com/p/just-add-ice-10-34-yellow-orchid-duo-in-ceramic/-/A-80180988,https://target.scene7.com/is/image/Target/GUEST_e43837a6-7719-4d8e-ae23-aa9ed1390606
Diary of a Tennis Prodigy - (Diary of a...) by  Shamini Flint (Paperback),78155621,"  Book Synopsis Marcus Atkinson is definitely not a tennis genius. But his dad is convinced that Marcus has magic in his wrists. Marcus is a math whiz who is not good at sports. His dad is a self-help author who thinks Marcus can achieve anything he sets his mind to . . . with hilarious results. In illustrated diary format, Marcus's gentle, satiric humor and comic drawings will have readers laughing out loud while learning a surprising amount about tennis.  Review Quotes ""Fast food for fans of hybrid format high jinks."" --Booklist Online""the book will have definite appeal to readers who enjoy the interspersed comic-strip aesthetic"" --Booklist Online, 6/6/2016  About the Author Shamini Flint has written many books for children, including Diary of a Super Swimmer and Diary of a Taekwondo Master, but is best known for her Inspector Singh Investigates series of crime fiction for adults. She and Sally Heinrich collaborated previously on A T-Rex Ate My Homework.",https://www.target.com/p/diary-of-a-tennis-prodigy-diary-of-a-by-shamini-flint-paperback/-/A-78155621,https://target.scene7.com/is/image/Target/GUEST_06bd8fa3-7f16-4de7-8668-88bdbf61fbff
"1981 Chevrolet K5 Blazer Burnt Orange Metallic & Frost White ""All Terrain"" Series 9 1/64 Diecast Model Car by Greenlight",79516524,"Brand new 1/64 scale diecast car model of 1981 Chevrolet K5 Blazer Burnt Orange Metallic and Frost White ""All Terrain"" Series 9 die cast model car by Greenlight.
Limited edition.
Brand new box.
Chrome accents.
Real rubber tires.
True-to-scale detail.
Authentic decoration.
Detailed interior, exterior.
Comes in a blister pack.
Officially licensed product.
Die-cast metal body and chassis.
Dimensions approximately L-2.75 inches long.",https://www.target.com/p/1981-chevrolet-k5-blazer-burnt-orange-metallic-frost-white-all-terrain-series-9-1-64-diecast-model-car-by-greenlight/-/A-79516524,https://target.scene7.com/is/image/Target/GUEST_09726614-33e4-4c97-bd43-9dc2fdcf6765
Innovera Gel Mouse Wrist Rest Purple,17166067,Soft gel provides cushioned comfort while performing computer functions. Stain- and water-resistant surface is easy to clean. Gel helps displace pressure points and maintain a neutral wrist position. Nonslip rubber backing keeps pad in place. Wrist Filling Material: Gel; Mouse Pad/Wrist Rest Type: Mouse Wrist Rest; Color(s): Purple; Theme: Solid Color.,https://www.target.com/p/innovera-gel-mouse-wrist-rest-purple/-/A-17166067,https://target.scene7.com/is/image/Target/GUEST_722c9eb4-b620-4565-ad64-9608f36d6f9e
"Strathmore 400 Series Toned Gray Pad, 18 x 24 Inch, 24 Sheets",76660268,"Strathmore 400 Series Toned Gray Pad is ideal for light and dark media. Great for sketching with graphite, chalk, charcoal, sketching sticks, china markers, colored pencils, pens and white gel pens. 100 percent recycled, contains 30% post-consumer fiber, acid free. Pad measures 18 x 24 inch and contains 24 sheets. Made in the USA.",https://www.target.com/p/strathmore-400-series-toned-gray-pad-18-x-24-inch-24-sheets/-/A-76660268,https://target.scene7.com/is/image/Target/GUEST_0d10d0d3-4921-4e7e-bba5-0dc723913243
Wind & Weather Solar Lighted Hanging Mesh Orb with Colorful Butterflies,82293699,"Our Solar Lighted Hanging Mesh Orb with Colorful Butterflies is a dazzling garden decoration you're sure to love. This unique metal mesh globe is adorned with metal butterflies in a variety of sizes and color schemes. After dark, a string of tiny ""rice lights"" comes alive to light up the night thanks to the integrated solar panel. Hang it in a sunny spot to get maximum solar-powered glow! Hanging chain included.",https://www.target.com/p/wind-weather-solar-lighted-hanging-mesh-orb-with-colorful-butterflies/-/A-82293699,https://target.scene7.com/is/image/Target/GUEST_724e68da-825e-4c8b-8f2f-fe8f25e85c86
Ortho Orthene Fire Ant Killer 12oz,13983446,"Ortho® Orthene® Fire Ant Killer1 kills the queen and destroys the mound. Watering-in is not necessary. Use it as a mound treatment for home lawns and around ornamental plants (including flowers, shrubs, and trees). Try not to disturb the mounds while treating. This product can be used along with Ortho® Fire Ant Killer Broadcast Granules as part of the Fire Ant 2-Step Program. Ortho® Orthene® Fire Ant Killer1 is guaranteed to kill-or your money back.",https://www.target.com/p/ortho-orthene-fire-ant-killer-12oz/-/A-13983446,https://target.scene7.com/is/image/Target/GUEST_8aee1baf-475d-489c-8d0c-fc18c2899935
